0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;Средняя оценка;20_похожих
Лики смерти;Ужасы;Криминал;Кровавые слэшеры;Классика (до 2000 года);5.318;171910;Faces of Death;4.2;4;;;;;;;;;;4.5;"Ученик чудовища;Последняя жертва;Последний дом слева;Иччи;Я плюю на ваши могилы 3;Искатели могил 2;Продавец игрушек;Зверобой;Маньяк;Квест;Убойные каникулы;Техасская резня бензопилой;28 дней спустя;Крик;Белый плен;Охотник на людей;Грайндхаус;Реаниматор;Связи нет;Рассвет мертвецов"
Другой;Ужасы;Триллер;Психологические;Современное кино (2000–2020);5.428;1100435;The Hole in the Ground;5.6;6.3;;;;;;;;;;5.8;"Сияние;Ребенок Розмари;Челюсти;Отвращение;Медсестра;Птицы;Прочь;Другие;Слушатель;Ночной гость;Замороженный;Пила: Игра на выживание;Карнавал душ;Солнцестояние;Отчим;1408;Не дыши;Человек у окна;Игра Джеральда;Игры мотыльков"
Репортаж: Апокалипсис;Ужасы;Фантастика;Сверхъестественные;Современное кино (2000–2020);5.088;518140;[Rec] 4: Apocalipsis;5.3;5.2;;;;;;;;;;5.2;"Последний киносеанс;Ходячие мертвецы;Ночь живых мертвецов;Невеста Франкенштейна;Невинные;Кошмар на улице Вязов;Пакет;Исполнение желаний;Франкенштейн;Поезд в Пусан;Живая мертвечина;Оно;Запределье;Дрожь земли;Дети дождя;Доктор Сон;Хижина в лесу;Последний человек на Земле;Жажда;Впусти меня. Сага"
Тайна перевала Дятлова;Ужасы;Детектив;Сверхъестественные;Новинки (2020–2025);5.082;669941;;5.7;4.9;;;;;;;;;;5.2;"Песочник;Телесеть;Заклятие;Сонная Лощина;Именины;Звонок;Тайный Санта;Игра в правду;Беспокойная Анна;Недетский дом;Истории призраков;Королевство;Дом на другой стороне;Дьявол;Тайна темной комнаты;Пустой человек;Пионеры-герои;Мешок с костями;Нужные вещи;Проклятый дом"
Заклятие долины змей;Ужасы;Приключения;Сверхъестественные;Новинки (2020–2025);6.913;44819;Klatwa doliny wezy;5.4;0;;;;;;;;;;6.2;"Пирамммида;Зеленый ад;Пирамида;Демоны Джун;Трясина;Костяной томагавк;Спуск;Легенда о Костоломе;Отмель;Ад каннибалов;Синяя бездна;Спуск 2;Опасное погружение;Анаконда 2: Охота за проклятой орхидеей;Одержимость;Песочник;Наваждение;Последний киносеанс;Призрак дома на холме;Телесеть"
Поворот не туда 6;Ужасы;Триллер;Кровавые слэшеры;Современное кино (2000–2020);4.163;839992;Wrong Turn VI;4.1;0;;;;;;;;;;4.1;"Маньяк;Техасская резня бензопилой;Белый плен;Связи нет;Пила: игра на выживание;Бункер;Закрытые пространства;Пила 10;Людоед;Райское озеро;Настоятель 2;Сладкая полночь;Дичь;День слепого Валентина;Хэллоуин;Пила 2;У холмов есть глаза;Кровавая жатва;Капкан;Дитя тьмы: Первая жертва"
Охота на пиранью;Ужасы;Фантастика;Кровавые слэшеры;Современное кино (2000–2020);6.589;161141;;5.9;0;;;;;;;;;;6.2;"28 дней спустя;Реаниматор;Рассвет мертвецов;Вход в пустоту;Возвращение живых мертвецов;Монстро;М3ГАН;Слизняк;День мертвых;Пропавшие среди живых;Мертвеход;Мутанты;Счастливого нового дня смерти;Обитель зла: Вырождение;Глубокое синее море;Залив;Карантин;Морские паразиты;Постарайся остаться живым;Под водой"
Незнакомцы;Ужасы;Триллер;Кровавые слэшеры;Современное кино (2000–2020);6.022;221751;The Strangers;6.1;5.1;;;;;;;;;;5.7;"Маньяк;Техасская резня бензопилой;Белый плен;Связи нет;Пила: игра на выживание;Бункер;Закрытые пространства;Пила 10;Людоед;Райское озеро;Настоятель 2;Сладкая полночь;Дичь;День слепого Валентина;Хэллоуин;Пила 2;У холмов есть глаза;Кровавая жатва;Капкан;Дитя тьмы: Первая жертва"
Кука;Ужасы;Фэнтези;Сверхъестественные;Новинки (2020–2025);7.722;395049;;7;0;;;;;;;;;;7.4;"Оборотень;Коралина в стране кошмаров;Коралина в Стране Кошмаров;Пожиратель душ;Пустой дом;Злой дух Ямбуя;Носферату: Призрак ночи;Вий;Хребет дьявола;Зловещие мертвецы;Мальчик-оборотень;Американский оборотень в Лондоне;Охотник на вампиров Ди: Жажда крови;Песочный человек;Зловещие мертвецы 3: Армия тьмы;Сонная лощина;Ведьма;Призрак виллы Натхов;Калейдоскоп ужасов;Интервью с вампиром"
Эбигейл;Ужасы;Комедия;Сверхъестественные;Новинки (2020–2025);5.363;991656;;4.8;0;;;;;;;;;;5.1;"Зловещие мертвецы 2;Гремлины;Бал вампиров;Привязанные к дому;Тень вампира;Тельма;Ночь страха;Моя девушка — монстр;Оборотни внутри;Семь пар нечистых;Сдается дом со всеми неудобствами;Невеста Чаки;Бывшая с того света;Тело Дженнифер;Швы;Если твоя девушка — зомби;Особняк с привидениями;Самый страшный фильм 3D;Убойные каникулы;Кокаин"
Дожить до рассвета;Ужасы;Боевик (Экшен);Сверхъестественные;Классика (до 2000 года);5.754;5445183;Until Dawn;5.7;5.4;;;;;;;;;;5.6;"С вечера до полудня;Вопль;От заката до рассвета;Логово Дьявола;Божественная ярость;30 дней ночи;Вампиры;Армия мертвецов;Страна чудес Вилли;Обитель зла 4: Жизнь после смерти 3D;30 дней до рассвета;Адский бункер: Восстание спецназа;Проклятые. Противостояние;От заката до рассвета 2: Кровавые деньги из Техаса;Джиперс Криперс 3;Хеллсинг;Зверобой;Охотник на людей;Грайндхаус;Гость"
Кошмар на улице Вязов 2: Месть Фредди;Ужасы;Фантастика;Сверхъестественные;Классика (до 2000 года);6.537;31831;A Nightmare on Elm Street Part 2: Freddy's Revenge;5.5;5.1;;;;;;;;;;5.7;"Последний киносеанс;Ходячие мертвецы;Ночь живых мертвецов;Невеста Франкенштейна;Невинные;Кошмар на улице Вязов;Пакет;Исполнение желаний;Франкенштейн;Поезд в Пусан;Живая мертвечина;Оно;Запределье;Дрожь земли;Дети дождя;Доктор Сон;Хижина в лесу;Последний человек на Земле;Жажда;Впусти меня. Сага"
Лестница Иакова;Ужасы;Фантастика;Психологические;Классика (до 2000 года);7.539;7355;Jacob's Ladder;7.4;6.6;;;;;;;;;;7.2;"Артефакт;Доктор Джекилл и мистер Хайд;Нечто;Муха;Излечить страх;Части тела;Муха;Муха;Муха;Голова-ластик;Муха;Муха;Тихое место;Видеодром;Тихое место 2;Человек-невидимка;Мы;Оно приходит за тобой;Треугольник;Лекарство против страха"
Саранча;Ужасы;Фантастика;Сверхъестественные;Современное кино (2000–2020);6.47;838049;;5.7;0;;;;;;;;;;6.1;"Последний киносеанс;Ходячие мертвецы;Ночь живых мертвецов;Невеста Франкенштейна;Невинные;Кошмар на улице Вязов;Пакет;Исполнение желаний;Франкенштейн;Поезд в Пусан;Живая мертвечина;Оно;Запределье;Дрожь земли;Дети дождя;Доктор Сон;Хижина в лесу;Последний человек на Земле;Жажда;Впусти меня. Сага"
Проклятие Аннабель: Зарождение зла;Ужасы;Триллер;Сверхъестественные;Современное кино (2000–2020);6.236;947898;Annabelle: Creation;6.5;6.2;;;;;;;;;;6.3;"Одержимость;Наваждение;Потерянный рейс;Проклятый путь;Одержимая;Осатаневшая;Куколка;Репортаж;Реинкарнация;Тропы;Заклятие 2;Пыль;Звонок мертвецу;Незваные гости;Власть;Ведьма из Блэр: Курсовая с того света;Наш дом;Взаперти;Последняя Ночь;Не упускай из виду"
Звонок мертвецу;Ужасы;Триллер;Сверхъестественные;Новинки (2020–2025);7.046;914415;Abgeschnitten;6.5;7.6;;;;;;;;;;7.0;"Одержимость;Наваждение;Потерянный рейс;Проклятый путь;Одержимая;Осатаневшая;Куколка;Репортаж;Реинкарнация;Тропы;Заклятие 2;Пыль;Незваные гости;Власть;Ведьма из Блэр: Курсовая с того света;Наш дом;Взаперти;Последняя Ночь;Не упускай из виду;Пугало"
Пила 5;Ужасы;Триллер;Кровавые слэшеры;Современное кино (2000–2020);6.84;400094;Saw V;5.8;3.1;;;;;;;;;;5.2;"Маньяк;Техасская резня бензопилой;Белый плен;Связи нет;Пила: игра на выживание;Бункер;Закрытые пространства;Пила 10;Людоед;Райское озеро;Настоятель 2;Сладкая полночь;Дичь;День слепого Валентина;Хэллоуин;Пила 2;У холмов есть глаза;Кровавая жатва;Капкан;Дитя тьмы: Первая жертва"
Коралина в Стране Кошмаров;Ужасы;Фэнтези;Сверхъестественные;Современное кино (2000–2020);7.775;49166;Coraline;7.8;7.8;;;;;;;;;;7.8;"Оборотень;Коралина в стране кошмаров;Пожиратель душ;Пустой дом;Злой дух Ямбуя;Носферату: Призрак ночи;Вий;Хребет дьявола;Зловещие мертвецы;Мальчик-оборотень;Кука;Американский оборотень в Лондоне;Охотник на вампиров Ди: Жажда крови;Песочный человек;Зловещие мертвецы 3: Армия тьмы;Сонная лощина;Ведьма;Призрак виллы Натхов;Калейдоскоп ужасов;Интервью с вампиром"
Дитя тьмы;Ужасы;Фантастика;Сверхъестественные;Классика (до 2000 года);6.852;400615;Orphan;7;5.7;;;;;;;;;;6.5;"Последний киносеанс;Ходячие мертвецы;Ночь живых мертвецов;Невеста Франкенштейна;Невинные;Кошмар на улице Вязов;Пакет;Исполнение желаний;Франкенштейн;Поезд в Пусан;Живая мертвечина;Оно;Запределье;Дрожь земли;Дети дождя;Доктор Сон;Хижина в лесу;Последний человек на Земле;Жажда;Впусти меня. Сага"
Карантин;Ужасы;Фантастика;Кровавые слэшеры;Современное кино (2000–2020);6.253;397229;Quarantine;6;5.6;;;;;;;;;;6.0;"28 дней спустя;Реаниматор;Рассвет мертвецов;Вход в пустоту;Возвращение живых мертвецов;Монстро;М3ГАН;Слизняк;День мертвых;Пропавшие среди живых;Мертвеход;Мутанты;Счастливого нового дня смерти;Обитель зла: Вырождение;Охота на пиранью;Глубокое синее море;Залив;Морские паразиты;Постарайся остаться живым;Под водой"
Оборотни внутри;Ужасы;Комедия;Сверхъестественные;Новинки (2020–2025);6.04;1347589;Werewolves Within;6;6.9;;;;;;;;;;6.3;"Зловещие мертвецы 2;Гремлины;Бал вампиров;Привязанные к дому;Тень вампира;Тельма;Ночь страха;Моя девушка — монстр;Семь пар нечистых;Сдается дом со всеми неудобствами;Невеста Чаки;Бывшая с того света;Тело Дженнифер;Швы;Если твоя девушка — зомби;Особняк с привидениями;Эбигейл;Самый страшный фильм 3D;Убойные каникулы;Кокаин"
Ночной кошмар;Ужасы;Триллер;Кровавые слэшеры;Классика (до 2000 года);5.657;810251;The Nightmare;5.7;6.4;;;;;;;;;;5.9;"Маньяк;Техасская резня бензопилой;Белый плен;Связи нет;Пила: игра на выживание;Бункер;Закрытые пространства;Пила 10;Людоед;Райское озеро;Настоятель 2;Сладкая полночь;Дичь;День слепого Валентина;Хэллоуин;Пила 2;У холмов есть глаза;Кровавая жатва;Капкан;Дитя тьмы: Первая жертва"
Дом на обочине;Ужасы;Фантастика;Сверхъестественные;Новинки (2020–2025);6.666;569981;;6.4;0;;;;;;;;;;6.5;"Последний киносеанс;Ходячие мертвецы;Ночь живых мертвецов;Невеста Франкенштейна;Невинные;Кошмар на улице Вязов;Пакет;Исполнение желаний;Франкенштейн;Поезд в Пусан;Живая мертвечина;Оно;Запределье;Дрожь земли;Дети дождя;Доктор Сон;Хижина в лесу;Последний человек на Земле;Жажда;Впусти меня. Сага"
Крикуны 2: Охота;Ужасы;Фантастика;Сверхъестественные;Новинки (2020–2025);4.194;409705;Screamers: The Hunting;4.7;0;;;;;;;;;;4.4;"Последний киносеанс;Ходячие мертвецы;Ночь живых мертвецов;Невеста Франкенштейна;Невинные;Кошмар на улице Вязов;Пакет;Исполнение желаний;Франкенштейн;Поезд в Пусан;Живая мертвечина;Оно;Запределье;Дрожь земли;Дети дождя;Доктор Сон;Хижина в лесу;Последний человек на Земле;Жажда;Впусти меня. Сага"
Джинн;Ужасы;Фэнтези;Сверхъестественные;Современное кино (2000–2020);6.061;5407944;Genie;5.9;0;;;;;;;;;;6.0;"Оборотень;Коралина в стране кошмаров;Коралина в Стране Кошмаров;Пожиратель душ;Пустой дом;Злой дух Ямбуя;Носферату: Призрак ночи;Вий;Хребет дьявола;Зловещие мертвецы;Мальчик-оборотень;Кука;Американский оборотень в Лондоне;Охотник на вампиров Ди: Жажда крови;Песочный человек;Зловещие мертвецы 3: Армия тьмы;Сонная лощина;Ведьма;Призрак виллы Натхов;Калейдоскоп ужасов"
Истории призраков;Ужасы;Детектив;Сверхъестественные;Современное кино (2000–2020);6.272;965611;Ghost Stories;6.4;7.1;;;;;;;;;;6.6;"Песочник;Телесеть;Заклятие;Сонная Лощина;Именины;Звонок;Тайный Санта;Игра в правду;Беспокойная Анна;Недетский дом;Королевство;Дом на другой стороне;Дьявол;Тайна темной комнаты;Пустой человек;Пионеры-герои;Мешок с костями;Нужные вещи;Проклятый дом;Узник старой усадьбы"
Артур и месть Урдалака;Ужасы;Фэнтези;Сверхъестественные;Новинки (2020–2025);5.867;278222;Arthur et la vengeance de Maltazard;5.3;0;;;;;;;;;;5.6;"Оборотень;Коралина в стране кошмаров;Коралина в Стране Кошмаров;Пожиратель душ;Пустой дом;Злой дух Ямбуя;Носферату: Призрак ночи;Вий;Хребет дьявола;Зловещие мертвецы;Мальчик-оборотень;Кука;Американский оборотень в Лондоне;Охотник на вампиров Ди: Жажда крови;Песочный человек;Зловещие мертвецы 3: Армия тьмы;Сонная лощина;Ведьма;Призрак виллы Натхов;Калейдоскоп ужасов"
31: Праздник смерти;Ужасы;Боевик (Экшен);Кровавые слэшеры;Современное кино (2000–2020);5.188;841143;31;5.1;5.5;;;;;;;;;;5.3;"Зверобой;Охотник на людей;Грайндхаус;Гость;Зверь;Топор. 1943;Планета страха;Пазманский дьявол;Топор. 1944;Доказательство смерти;Обитель зла;Париж. Город Zомби;По прозвищу «Зверь»;Бомж с дробовиком;Судная ночь 3;Змеиный полет;Поезд в Пусан 2: Полуостров;Уцелевшая;Судная ночь;Фредди против Джейсона"
Пункт назначения;Ужасы;Фантастика;Сверхъестественные;Современное кино (2000–2020);7.473;668;Final Destination;6.7;5.1;;;;;;;;;;6.4;"Последний киносеанс;Ходячие мертвецы;Ночь живых мертвецов;Невеста Франкенштейна;Невинные;Кошмар на улице Вязов;Пакет;Исполнение желаний;Франкенштейн;Поезд в Пусан;Живая мертвечина;Оно;Запределье;Дрожь земли;Дети дождя;Доктор Сон;Хижина в лесу;Последний человек на Земле;Жажда;Впусти меня. Сага"
Не выходи из дома;Ужасы;Триллер;Психологические;Новинки (2020–2025);5.199;1064356;Don't Leave Home;5;6.1;;;;;;;;;;5.4;"Сияние;Ребенок Розмари;Челюсти;Отвращение;Медсестра;Птицы;Прочь;Другие;Слушатель;Ночной гость;Замороженный;Пила: Игра на выживание;Карнавал душ;Солнцестояние;Отчим;1408;Не дыши;Человек у окна;Игра Джеральда;Игры мотыльков"
Четвёртый вид;Ужасы;Фантастика;Сверхъестественные;Современное кино (2000–2020);6.236;410267;The Fourth Kind;5.9;4;;;;;;;;;;5.4;"Последний киносеанс;Ходячие мертвецы;Ночь живых мертвецов;Невеста Франкенштейна;Невинные;Кошмар на улице Вязов;Пакет;Исполнение желаний;Франкенштейн;Поезд в Пусан;Живая мертвечина;Оно;Запределье;Дрожь земли;Дети дождя;Доктор Сон;Хижина в лесу;Последний человек на Земле;Жажда;Впусти меня. Сага"
Вурдалаки;Ужасы;Фэнтези;Сверхъестественные;Новинки (2020–2025);4.534;844068;;4.3;0;;;;;;;;;;4.4;"Оборотень;Коралина в стране кошмаров;Коралина в Стране Кошмаров;Пожиратель душ;Пустой дом;Злой дух Ямбуя;Носферату: Призрак ночи;Вий;Хребет дьявола;Зловещие мертвецы;Мальчик-оборотень;Кука;Американский оборотень в Лондоне;Охотник на вампиров Ди: Жажда крови;Песочный человек;Зловещие мертвецы 3: Армия тьмы;Сонная лощина;Ведьма;Призрак виллы Натхов;Калейдоскоп ужасов"
Деревня проклятых;Ужасы;Фантастика;Сверхъестественные;Классика (до 2000 года);6.248;8666;Village of the Damned;5.7;3.9;;;;;;;;;;5.3;"Последний киносеанс;Ходячие мертвецы;Ночь живых мертвецов;Невеста Франкенштейна;Невинные;Кошмар на улице Вязов;Пакет;Исполнение желаний;Франкенштейн;Поезд в Пусан;Живая мертвечина;Оно;Запределье;Дрожь земли;Дети дождя;Доктор Сон;Хижина в лесу;Последний человек на Земле;Жажда;Впусти меня. Сага"
Заклятье. Другая сторона;Ужасы;Детектив;Сверхъестественные;Новинки (2020–2025);5.65;1330635;Andra sidan;5.2;6.2;;;;;;;;;;5.7;"Песочник;Телесеть;Заклятие;Сонная Лощина;Именины;Звонок;Тайный Санта;Игра в правду;Беспокойная Анна;Недетский дом;Истории призраков;Королевство;Дом на другой стороне;Дьявол;Тайна темной комнаты;Пустой человек;Пионеры-герои;Мешок с костями;Нужные вещи;Проклятый дом"
Впусти меня. Сага;Ужасы;Фантастика;Сверхъестественные;Современное кино (2000–2020);6.644;427795;Let Me In;7.1;7.6;;;;;;;;;;7.1;"Последний киносеанс;Ходячие мертвецы;Ночь живых мертвецов;Невеста Франкенштейна;Невинные;Кошмар на улице Вязов;Пакет;Исполнение желаний;Франкенштейн;Поезд в Пусан;Живая мертвечина;Оно;Запределье;Дрожь земли;Дети дождя;Доктор Сон;Хижина в лесу;Последний человек на Земле;Жажда;Опустевший город"
Зеркала;Ужасы;Триллер;Сверхъестественные;Современное кино (2000–2020);7.057;263447;Mirrors;6.1;3.8;;;;;;;;;;5.7;"Одержимость;Наваждение;Потерянный рейс;Проклятый путь;Одержимая;Осатаневшая;Куколка;Репортаж;Реинкарнация;Тропы;Заклятие 2;Пыль;Звонок мертвецу;Незваные гости;Власть;Ведьма из Блэр: Курсовая с того света;Наш дом;Взаперти;Последняя Ночь;Не упускай из виду"
Чрево;Ужасы;Фантастика;Психологические;Новинки (2020–2025);6.649;450612;Womb;6.3;4.9;;;;;;;;;;5.9;"Артефакт;Доктор Джекилл и мистер Хайд;Нечто;Муха;Излечить страх;Части тела;Муха;Муха;Муха;Голова-ластик;Муха;Муха;Тихое место;Видеодром;Лестница Иакова;Тихое место 2;Человек-невидимка;Мы;Оно приходит за тобой;Треугольник"
От заката до рассвета;Ужасы;Боевик (Экшен);Сверхъестественные;Классика (до 2000 года);7.797;4815;From Dusk Till Dawn;7.2;6.2;;;;;;;;;;7.1;"С вечера до полудня;Вопль;Логово Дьявола;Божественная ярость;30 дней ночи;Вампиры;Армия мертвецов;Страна чудес Вилли;Дожить до рассвета;Обитель зла 4: Жизнь после смерти 3D;30 дней до рассвета;Адский бункер: Восстание спецназа;Проклятые. Противостояние;От заката до рассвета 2: Кровавые деньги из Техаса;Джиперс Криперс 3;Хеллсинг;Зверобой;Охотник на людей;Грайндхаус;Гость"
Незваные гости;Ужасы;Триллер;Сверхъестественные;Новинки (2020–2025);7.15;77660;Wedding Crashers;7;6.7;;;;;;;;;;7.0;"Одержимость;Наваждение;Потерянный рейс;Проклятый путь;Одержимая;Осатаневшая;Куколка;Репортаж;Реинкарнация;Тропы;Заклятие 2;Пыль;Звонок мертвецу;Власть;Ведьма из Блэр: Курсовая с того света;Наш дом;Взаперти;Последняя Ночь;Не упускай из виду;Пугало"
Белфегор — призрак Лувра;Ужасы;Детектив;Сверхъестественные;Современное кино (2000–2020);6.296;6625;Belph?gor - Le fant?me du Louvre;4.5;2.8;;;;;;;;;;4.5;"Песочник;Телесеть;Заклятие;Сонная Лощина;Именины;Звонок;Тайный Санта;Игра в правду;Беспокойная Анна;Недетский дом;Истории призраков;Королевство;Дом на другой стороне;Дьявол;Тайна темной комнаты;Пустой человек;Пионеры-герои;Мешок с костями;Нужные вещи;Проклятый дом"
Самый страшный фильм 3D;Ужасы;Комедия;Сверхъестественные;Современное кино (2000–2020);3.013;597054;Dead Before Dawn 3D;4.6;4.5;;;;;;;;;;4.0;"Зловещие мертвецы 2;Гремлины;Бал вампиров;Привязанные к дому;Тень вампира;Тельма;Ночь страха;Моя девушка — монстр;Оборотни внутри;Семь пар нечистых;Сдается дом со всеми неудобствами;Невеста Чаки;Бывшая с того света;Тело Дженнифер;Швы;Если твоя девушка — зомби;Особняк с привидениями;Эбигейл;Убойные каникулы;Кокаин"
Пила: игра на выживание;Ужасы;Триллер;Кровавые слэшеры;Современное кино (2000–2020);7.834;64187;Saw;7.6;5.6;;;;;;;;;;7.0;"Маньяк;Техасская резня бензопилой;Белый плен;Связи нет;Бункер;Закрытые пространства;Пила 10;Людоед;Райское озеро;Настоятель 2;Сладкая полночь;Дичь;День слепого Валентина;Хэллоуин;Пила 2;У холмов есть глаза;Кровавая жатва;Капкан;Дитя тьмы: Первая жертва;Хостел"
Реаниматор;Ужасы;Фантастика;Кровавые слэшеры;Классика (до 2000 года);7.024;55945;Re-Animator;7.1;7.8;;;;;;;;;;7.3;"28 дней спустя;Рассвет мертвецов;Вход в пустоту;Возвращение живых мертвецов;Монстро;М3ГАН;Слизняк;День мертвых;Пропавшие среди живых;Мертвеход;Мутанты;Счастливого нового дня смерти;Обитель зла: Вырождение;Охота на пиранью;Глубокое синее море;Залив;Карантин;Морские паразиты;Постарайся остаться живым;Под водой"
Пункт назначения 2;Ужасы;Триллер;Сверхъестественные;Современное кино (2000–2020);7.115;669;Final Destination 2;6.2;5.1;;;;;;;;;;6.1;"Одержимость;Наваждение;Потерянный рейс;Проклятый путь;Одержимая;Осатаневшая;Куколка;Репортаж;Реинкарнация;Тропы;Заклятие 2;Пыль;Звонок мертвецу;Незваные гости;Власть;Ведьма из Блэр: Курсовая с того света;Наш дом;Взаперти;Последняя Ночь;Не упускай из виду"
Кэрри;Ужасы;Драма;Психологические;Классика (до 2000 года);7.186;7459;Carrie;7.4;8.3;;;;;;;;;;7.6;"Маяк;Последнее воскресение;Полустанок;мама!;Май;Бабадук;История двух сестер;Девушка в подвале;Антихрист;Темная вода;Страна хороших деточек;Призрак дома на холме;Впусти меня;Приют;Коробка;Ужас Амитивилля;Сербский фильм;Сияние;Ребенок Розмари;Челюсти"
С днем смерти;Ужасы;Комедия;Кровавые слэшеры;Современное кино (2000–2020);5.523;646022;Death of Me;4.4;4.2;;;;;;;;;;4.7;"Убойные каникулы;Кокаин;В чужой шкуре;Топор;Операция «Мертвый снег» 2;Люди под лестницей;Последние девушки;Операция «Мертвый снег»;Злая шутка;Паршивая овца;Няня: Королева проклятых;2001 маньяк;WTF! Какого черта?;Бобры-зомби;Кутис;Ужасвин;Пираньи 3DD;Зловещие мертвецы 2;Гремлины;Бал вампиров"
Песочник;Ужасы;Детектив;Сверхъестественные;Новинки (2020–2025);8.707;984759;Piper;8.3;0;;;;;;;;;;8.5;"Телесеть;Заклятие;Сонная Лощина;Именины;Звонок;Тайный Санта;Игра в правду;Беспокойная Анна;Недетский дом;Истории призраков;Королевство;Дом на другой стороне;Дьявол;Тайна темной комнаты;Пустой человек;Пионеры-герои;Мешок с костями;Нужные вещи;Проклятый дом;Узник старой усадьбы"
Последний дом слева;Ужасы;Криминал;Кровавые слэшеры;Классика (до 2000 года);6.829;261005;The Last House on the Left;6.5;5.1;;;;;;;;;;6.1;"Ученик чудовища;Последняя жертва;Иччи;Я плюю на ваши могилы 3;Искатели могил 2;Лики смерти;Продавец игрушек;Зверобой;Маньяк;Квест;Убойные каникулы;Техасская резня бензопилой;28 дней спустя;Крик;Белый плен;Охотник на людей;Грайндхаус;Реаниматор;Связи нет;Рассвет мертвецов"
1408;Ужасы;Триллер;Психологические;Современное кино (2000–2020);7.703;195563;1408;6.8;6.6;;;;;;;;;;7.0;"Сияние;Ребенок Розмари;Челюсти;Отвращение;Медсестра;Птицы;Прочь;Другие;Слушатель;Ночной гость;Замороженный;Пила: Игра на выживание;Карнавал душ;Солнцестояние;Отчим;Не дыши;Человек у окна;Игра Джеральда;Игры мотыльков;Соблазнитель"
Сага: Тень Кабала;Ужасы;Фэнтези;Оккультные;Новинки (2020–2025);4.973;690555;SAGA - Curse of the Shadow;4.9;0;;;;;;;;;;4.9;"Пиковая дама;Восставший из ада;Колдовское озеро;Суспирия;Голем;Зловещие мертвецы: Черная книга;Колдовство;Уиджи. Проклятие доски дьявола;Подземелье ведьм;Омен 2: Дэмиен;Ключ от преисподней;З/Л/О 2;Некромант;Омен: Перерождение;Омен III: Последний конфликт;Приворот. Черное венчание;Колдовство. Новый ритуал;Изгоняющий дьявола: Абаддон;Проклятие Пиковой дамы;Уиджа. Проклятое зеркало"
Ключ от всех дверей;Ужасы;Детектив;Оккультные;Современное кино (2000–2020);7.331;77673;The Skeleton Key;6.5;5.3;;;;;;;;;;6.4;"Седьмой спутник;Синистер;Шесть демонов Эмили Роуз;Песнь дьявола;Последнее пришествие дьявола;Плетеный человек;Песочник;Телесеть;Квест;Заклятие;Крик;Сонная Лощина;Именины;Звонок;Тайный Санта;Игра в правду;Беспокойная Анна;Недетский дом;Крик 2;Истории призраков"
Ночь живых мертвецов;Ужасы;Фантастика;Сверхъестественные;Классика (до 2000 года);7.175;8370;Night of the Living Dead;7.8;8.9;;;;;;;;;;8.0;"Последний киносеанс;Ходячие мертвецы;Невеста Франкенштейна;Невинные;Кошмар на улице Вязов;Пакет;Исполнение желаний;Франкенштейн;Поезд в Пусан;Живая мертвечина;Оно;Запределье;Дрожь земли;Дети дождя;Доктор Сон;Хижина в лесу;Последний человек на Земле;Жажда;Впусти меня. Сага;Опустевший город"
Синоптик;Ужасы;Фантастика;Психологические;Новинки (2020–2025);6.264;77538;The Weather Man;6.5;6.2;;;;;;;;;;6.3;"Артефакт;Доктор Джекилл и мистер Хайд;Нечто;Муха;Излечить страх;Части тела;Муха;Муха;Муха;Голова-ластик;Муха;Муха;Тихое место;Видеодром;Лестница Иакова;Тихое место 2;Человек-невидимка;Мы;Оно приходит за тобой;Треугольник"
Тень звезды;Ужасы;Фантастика;Психологические;Новинки (2020–2025);5.302;1189670;;5;0;;;;;;;;;;5.2;"Артефакт;Доктор Джекилл и мистер Хайд;Нечто;Муха;Излечить страх;Части тела;Муха;Муха;Муха;Голова-ластик;Муха;Муха;Тихое место;Видеодром;Лестница Иакова;Тихое место 2;Человек-невидимка;Мы;Оно приходит за тобой;Треугольник"
Хостел 2;Ужасы;Триллер;Кровавые слэшеры;Современное кино (2000–2020);5.795;232011;Hostel: Part II;5.5;5.3;;;;;;;;;;5.5;"Маньяк;Техасская резня бензопилой;Белый плен;Связи нет;Пила: игра на выживание;Бункер;Закрытые пространства;Пила 10;Людоед;Райское озеро;Настоятель 2;Сладкая полночь;Дичь;День слепого Валентина;Хэллоуин;Пила 2;У холмов есть глаза;Кровавая жатва;Капкан;Дитя тьмы: Первая жертва"
Сглазили;Ужасы;Комедия;Оккультные;Новинки (2020–2025);6.675;764601;Jinxed;6.3;0;;;;;;;;;;6.5;"Няня;Мы призываем тьму;Зловещие мертвецы 2;Убойные каникулы;Гремлины;Кокаин;Бал вампиров;Привязанные к дому;Тень вампира;Тельма;В чужой шкуре;Топор;Операция «Мертвый снег» 2;Ночь страха;Моя девушка — монстр;Люди под лестницей;Оборотни внутри;Последние девушки;Семь пар нечистых;Операция «Мертвый снег»"
Ферма Чарли;Ужасы;Триллер;Кровавые слэшеры;Современное кино (2000–2020);4.255;807655;Charlie's Farm;4.6;0;;;;;;;;;;4.4;"Маньяк;Техасская резня бензопилой;Белый плен;Связи нет;Пила: игра на выживание;Бункер;Закрытые пространства;Пила 10;Людоед;Райское озеро;Настоятель 2;Сладкая полночь;Дичь;День слепого Валентина;Хэллоуин;Пила 2;У холмов есть глаза;Кровавая жатва;Капкан;Дитя тьмы: Первая жертва"
